dist_eye_norm,dist_shoulders,dist_nose_midshoulder_norm,angle_eye_shoulder_nose,angle_shoulder_mid_nose,angle_eye_nose_mid,label
0.29252274250914234,0.44847802058827413,0.8306585648158629,0.7221067460643372,180.0,174.8137544259916,0
0.2904599303747883,0.45244715529388974,0.8132685839125248,0.4306661038480874,180.0,177.29331401057368,0
0.3037751339099425,0.4506853887725807,0.7874318698687596,1.1661451455318301,180.0,172.7311009860289,0
0.30471302585248944,0.4520929707395631,0.7945663950850392,0.6792637475161236,180.0,175.6370147144981,0
0.31559879959939724,0.5108909291578639,0.8081295942804391,0.23646696338278003,180.0,178.44325018324062,0
0.309116003237324,0.5171680382843903,0.7925792537708808,0.5845701230220472,179.99999879258172,176.1547255124691,0
0.2884531477023932,0.4033464861314772,0.8462420341019107,0.8099779806174349,179.99999879258172,174.1839824248922,0
0.2903433705761333,0.40312077720680073,0.8389847244743694,0.9534116101617816,180.0,173.5501366227216,0
0.2952862991618972,0.4048615811544026,0.8231867354295697,0.5868879952082274,179.99999879258172,176.33472398422745,0
0.3081352197807645,0.4805428626337622,0.8226253380404863,0.7504242509381449,180.0,174.81644503423922,0
0.3063197524079683,0.48010605871011763,0.8174729182087527,0.37512588026558763,180.0,177.3377796298444,0
0.3049732279385695,0.40163159103534796,0.7928586886729301,1.0875281339402803,180.0,172.15321345796258,0
0.29534793939629816,0.4043777549951697,0.7997346758442005,1.4876071620686662,180.0,170.90957335512377,0
0.31786372250889894,0.41068130524130986,0.6404990386139298,0.5948791529378168,180.0,177.3758845916202,1
0.3255640957985481,0.40742459338467335,0.610815102192698,0.29351228193156503,180.0,178.72446361838618,1
0.3358509435784771,0.40532764062986193,0.5263256156980843,1.098256766579668,180.0,175.83439058242416,1
0.3716415460221393,0.4117122884680968,0.5616072745708255,0.4083621402607013,180.0,178.47904424410657,1
0.3663116541725758,0.4091756734706766,0.6283270923552343,1.0632162273331183,180.0,175.3113522615556,1
0.3615434605759143,0.3987921274794261,0.6786782941033941,3.348655704097757,179.99999879258172,160.90003820931938,1
0.31364818612015066,0.37002297638266346,0.5811988777633647,1.8117560317989823,180.0,172.2659392178851,1
0.334553000192085,0.3133094660352516,0.7165772475938945,2.6240859494760564,180.0,168.09819204165834,1
0.3608001383513387,0.28910637624580826,0.5252748309402224,3.2196810848214006,180.0,169.98374764084215,1
0.2893515197593932,0.3215743019749772,0.6747941298978988,2.9581835924692843,180.0,166.4667303076242,1
0.30501454683296797,0.3284706442466532,0.7176477076618485,2.472137667619714,179.99999914622634,163.2935675428614,1
0.316241838332076,0.32442133731261724,0.7020269409385813,3.7866690826305502,180.0,156.37024903950402,1
0.32429316728066276,0.3211347516960135,0.6823213477900204,3.96282349305964,180.0,158.44004821054875,1
0.37836932387984434,0.33536296662092197,0.4518572638089629,3.954103480987859,179.99999914622634,167.77983132299903,1
0.3128722110820925,0.3850506518105226,0.8113520129791886,0.5940833784888555,180.0,174.3656097413649,1
0.3546826417909477,0.38144782012453027,0.7081604861450631,4.836217751267371,180.0,151.20156998288846,1
0.3954400243878895,0.43266357814244266,0.47397467465536103,5.24602123829656,180.0,160.2362944963407,1
0.33480168238455876,0.43411966928451917,0.7708068231915691,0.02320314930913417,180.0,179.7861712697414,1
0.28458613083548695,0.37592287026155935,1.0474025565672145,1.7104925972848912,180.0,47.93848054876564,1
0.2815986004649444,0.34345195982337934,1.0417659185671748,0.8437348992783784,180.0,162.1245176579654,1
0.3676997726917146,0.36988775376610383,0.524462455459312,13.796938920201082,179.99999879258172,134.34582180553818,1
0.4520420748485972,0.40514674054189054,0.705258790941703,15.531655301154595,180.0,116.79902784503054,1
0.35252874865335154,0.42781050216297317,0.5840119823989545,0.4128518472042495,180.0,178.31870977190383,1
0.34134254767585726,0.27831170160736285,0.7182361196623271,5.299388559846272,180.0,154.80491181064068,1
0.32714688069777764,0.28959518381990224,0.7079767879792754,3.5143985483474327,180.0,164.58707006467665,1
0.3272570670389337,0.29600527805865146,0.49762316931439154,1.5771647290413517,180.0,174.26410014042813,1
0.3249630936356042,0.29568278772615353,0.4673019024346862,4.176201255954126,180.0,167.25310342553655,1
0.2977012508885313,0.4486118317576895,0.8075367074931508,0.49297351011080576,179.99999914622634,176.73256561876244,0
0.29934305014327645,0.44721596767687205,0.8080791116212289,1.1227397758705968,180.0,172.53583390769157,0
0.29319585191001724,0.41981865068411006,0.7880803881347508,0.6010875166331774,180.0,175.7429631211238,0
0.29177380132175373,0.3992922422543841,0.7715144449587753,1.1440063507727,180.0,172.96086670465215,0
0.28016737147119947,0.39564002145292737,0.7823490171420099,0.5692895834105751,180.0,176.08777410816984,0
0.3009058699927486,0.39939201856804407,0.7585101351559074,0.4980033862139009,180.0,177.19618271839047,0
0.30528677073492505,0.38994026480092103,0.7976444934025276,1.051941215174394,180.0,171.9676757378209,1
0.2997219887739173,0.40440804503253175,0.7708786698186579,0.9060912829616543,179.99999879258172,174.22749312377434,0
0.2970590517256687,0.40918008369431996,0.7772680176987132,1.440284107182804,180.0,169.94500610559368,0
0.33602641001834327,0.3968936765669064,0.6084332019964294,1.3589310290247218,180.0,174.5724906410066,1
0.3280099559231353,0.4314486558337704,0.5705308187540821,0.2767887051259091,180.0,178.8700954869187,1
0.32566574638472023,0.4557225013629778,0.6957250568408725,0.902021554820668,180.0,175.08068815299904,1
0.33991616178866685,0.4618749409528894,0.6684678120251739,1.3966460556820224,180.0,173.0413864514925,1
0.35867666032296414,0.46152523765025155,0.5445730901479703,0.7405822435500299,180.0,176.69269091733034,1
0.29990972084471906,0.4812394881749957,0.8089447675024787,0.3419358835821357,180.0,177.3930309672432,0
0.30201426165830003,0.4696320832752596,0.8123531819652893,2.6280231380892656,180.0,161.15297434637532,0
0.27566335812573695,0.4630441678233078,0.841723329965703,2.7521441121745633,180.0,160.24475442253265,0
0.3640513588392363,0.4147123906392283,0.3963749556750841,6.273709310176192,180.0,163.28960586988634,1
0.350506952520605,0.40226362873901356,0.3996313757466971,14.889421977933859,180.0,136.77990020804748,1
0.4140839174196231,0.42160775694132746,0.24769007286984684,0.7924832541890745,180.0,178.54958646135805,1
0.3057551035537011,0.4216770635442537,0.8166829639857137,0.9362006028946802,180.0,172.5824169758935,0
0.302301344864443,0.43661928125787675,0.7966507374636079,0.26440881353236984,179.99999914622634,178.19583628534386,0
0.3692740109795443,0.4141384238512793,0.7505290609476035,1.4711113273528043,180.0,172.45917145348764,1
0.3518582836600636,0.44663137703919603,0.5632519961187965,1.3473590311305452,180.0,174.50874160056637,1
0.29548436891884994,0.3329735938526086,0.741113458214113,4.011200463155323,180.0,158.02354590660246,1
0.32433343252413804,0.3548277374449173,0.5443512797334527,3.2382386521811117,180.0,167.0050039133482,1
0.3842918888382655,0.36207529160384283,0.5537359523226414,0.265101794082201,180.0,178.95035075605074,1
0.3150757629948472,0.35290490852602663,0.8654625786466283,1.4721796764324535,180.0,160.05501191565003,1
0.288888989221903,0.35852767713465383,0.7183106879865165,0.24327369962989978,179.99999879258172,178.27732409294592,1
0.2909965314440156,0.3638344307277436,0.7433037007338918,3.1186052488966656,180.0,160.38839624321048,1
0.3684935223506771,0.4821832207925455,0.5786183692763643,3.825774903391654,180.0,163.7452740582994,1
0.2958377352084826,0.46628670115229287,0.8251728518048547,0.6817505244862949,179.99999914622634,174.78423036246392,0
0.2892956143291226,0.41917177132325595,0.7962324084821135,1.4039109493358561,180.0,168.91869600746318,0
0.3118047601885298,0.5468033115085538,0.7928143916851087,1.7898082877345052,180.0,168.2055443849837,0
0.30814343310161746,0.5367515565664011,0.7922401499233593,1.7566123349048417,180.0,168.19639380289385,0
0.28588765040394465,0.4480662087694182,0.810268029719842,0.9503465447800026,180.0,173.37999468684686,0
0.2820039336553018,0.4561389990594617,0.8133728799213963,0.39741773459072377,180.0,177.06613195329635,0
0.29053243448470506,0.45463196217807667,0.7903443744139745,0.914451527278305,180.0,173.87529712587792,0
0.3304221870282829,0.4345256929391254,0.5392840940185596,1.3050598380425424,180.0,174.6403688024182,1
0.29052779352032826,0.4724316321778814,0.8064933771785817,0.6694092505894864,179.99999914622634,175.42664047878222,0
0.351460706790036,0.4772246852025244,0.778851473483294,0.46499214711359366,179.99999914622634,176.50986671971054,1
0.2904398830044674,0.38866379367202347,0.7393072512533758,2.15170176915499,180.0,168.55024282624237,0
0.35173046485188364,0.3595245171471872,0.726110646723364,1.4682019207332673,180.0,171.81481416748753,0
0.3981176300136035,0.33201307200327224,0.6135152227226501,0.5274713599101164,179.99999914622634,177.381376826673,1
0.38958677903050726,0.3464263487412519,0.36717067113898944,7.536882567250971,180.0,156.82848484694156,1
0.32860079236133716,0.35183608557374224,0.7983712221171329,0.5484371191175931,180.0,176.1861649801376,0
0.34673153749810637,0.3605163567018813,0.767538337850556,1.0429641694236043,180.0,173.28677992618017,0
0.32615876327827803,0.3602458453176102,0.8161563168459869,0.2475186370738507,179.99999879258172,178.45026854724892,1
0.37465928695333506,0.34269557357760144,0.6720411280591694,9.287717901072812,179.99999914622634,141.3659233878493,1
0.34033391521697814,0.3722986227114111,0.5999240091982214,4.355968141279922,180.0,158.4622274043554,1
0.3387357185563154,0.3476086741896689,0.8011911753696396,1.9224708493836442,180.0,166.76259789628648,0
0.3155937063321654,0.3773012777801457,0.8071378379143918,1.3891077379084058,180.0,170.84567798378754,0
0.32428513353287736,0.37605399035368414,0.8485306956637328,0.03973115214051679,180.0,179.69420615564408,0
0.3558362946879667,0.31731300447008615,0.8816803568526753,3.99668426281211,180.0,155.70185827988422,0
0.3174621230150335,0.401598603180668,0.8588281353466618,0.629635879005014,180.0,175.20059247845072,0
0.38640979782120705,0.36908092652061564,0.6393247558943211,0.5467426859731269,180.0,177.35729452923022,1
0.4211921962407183,0.3607256019937569,0.6865634960243401,1.2239334709949756,180.0,175.09140924647835,1
0.48410613190246893,0.3238594148504364,0.549126817941437,11.869694387058647,180.0,139.2502635056686,1
0.3572391713391194,0.36199814606790853,0.7894558387543288,0.43073938742213547,180.0,177.49458652590914,0
0.3012442701159511,0.39360986291220545,0.7880054440204008,1.3654071962889174,180.0,171.11679023234467,0
0.3158261777293449,0.3002455356313054,0.761944886157783,0.3221941621421772,179.99999914622634,177.675986501081,1
0.31432519830165584,0.3084066560952524,0.6987335743671138,1.652574779661611,179.99999914622634,169.06666429776024,1
0.3347828150818998,0.3086628627975524,0.8293495804256638,0.621896615021105,180.0,176.04393207222952,0
0.3533353529361228,0.32802484970426066,0.8469317521501794,0.2731416795578468,180.0,178.27003569790787,0
0.333825077657018,0.34616526870118175,0.8071178573130117,0.09737898734827244,180.0,179.18160170837325,0
0.36560499383168643,0.3077367325598659,0.8865932956272629,4.715429492863879,180.0,151.79544176202867,0
0.342904315542506,0.4434653140364436,0.8615164477287088,0.29003135808954067,180.0,177.7437035276235,0
0.39660063016029695,0.40423465001191744,0.5802217526908716,3.629511231329491,180.0,159.44006252890756,1
0.41792267747733053,0.4103644086523861,0.5366837710780923,7.695889960356504,180.0,148.19485726750082,1
0.34423960582513413,0.4086331413037331,0.8459157132984464,0.3601966357511039,180.0,176.76621077715552,0
0.3192351061580688,0.42820677775608584,0.7922807966794077,0.005627170289953788,180.0,179.94717959892319,0
